time,open,high,low,close,tick_volume,spread,real_volume
2023-01-03 19:00:00,1.19686,1.19793,1.19528,1.19642,3893,5,0
2023-01-03 20:00:00,1.19642,1.19874,1.19619,1.19792,3335,4,0
2023-01-03 21:00:00,1.19792,1.1985000000000001,1.19741,1.19837,2966,6,0
2023-01-03 22:00:00,1.1984,1.19912,1.19702,1.19727,3543,6,0
2023-01-03 23:00:00,1.19726,1.19731,1.19646,1.19655,1575,6,0
2023-01-04 00:00:00,1.19616,1.19713,1.19577,1.19625,705,17,0
2023-01-04 01:00:00,1.19632,1.19771,1.1957200000000001,1.19656,1953,9,0
2023-01-04 02:00:00,1.19656,1.19944,1.19652,1.19898,3037,8,0
2023-01-04 03:00:00,1.199,1.19963,1.19831,1.1993800000000001,3868,8,0
2023-01-04 04:00:00,1.19937,1.20011,1.19836,1.19845,2492,8,0
2023-01-04 05:00:00,1.19845,1.19906,1.19844,1.19888,1743,8,0
2023-01-04 06:00:00,1.1989,1.19952,1.19823,1.19915,2021,8,0
2023-01-04 07:00:00,1.19914,1.20002,1.19787,1.19846,3300,1,0
2023-01-04 08:00:00,1.1984,1.19904,1.19716,1.19862,2643,5,0
2023-01-04 09:00:00,1.1985000000000001,1.20407,1.19839,1.20268,6607,1,0
2023-01-04 10:00:00,1.20265,1.20865,1.20257,1.20445,9119,1,0
2023-01-04 11:00:00,1.20442,1.20771,1.20384,1.20601,5606,5,0
2023-01-04 12:00:00,1.20602,1.2082,1.20519,1.20673,5351,4,0
2023-01-04 13:00:00,1.20669,1.20876,1.20381,1.20545,4672,3,0
2023-01-04 14:00:00,1.20545,1.2062599999999999,1.20347,1.20486,4656,5,0
2023-01-04 15:00:00,1.20486,1.20645,1.20296,1.20563,6651,1,0
2023-01-04 16:00:00,1.20561,1.20737,1.20392,1.20688,7653,1,0
2023-01-04 17:00:00,1.2068699999999999,1.20699,1.20137,1.20449,12694,1,0
2023-01-04 18:00:00,1.20448,1.206,1.20194,1.206,6760,1,0
2023-01-04 19:00:00,1.20605,1.20763,1.20566,1.20659,4110,1,0
2023-01-04 20:00:00,1.20659,1.20728,1.20599,1.20656,3560,5,0
2023-01-04 21:00:00,1.20644,1.20684,1.20408,1.2059,7750,5,0
2023-01-04 22:00:00,1.2059,1.20669,1.20547,1.20586,5154,6,0
2023-01-04 23:00:00,1.20589,1.2059,1.20532,1.20532,1635,6,0
2023-01-05 00:00:00,1.20523,1.20617,1.20509,1.20576,1252,17,0
2023-01-05 01:00:00,1.20579,1.20667,1.2055500000000001,1.2056,1250,9,0
2023-01-05 02:00:00,1.20559,1.20778,1.20505,1.2073,2993,6,0
2023-01-05 03:00:00,1.2073,1.20772,1.20609,1.2063,3310,6,0
2023-01-05 04:00:00,1.20629,1.20632,1.20438,1.20479,3395,8,0
2023-01-05 05:00:00,1.2048,1.20502,1.20349,1.20363,2958,8,0
2023-01-05 06:00:00,1.20363,1.2041,1.20321,1.20379,2472,8,0
2023-01-05 07:00:00,1.20376,1.20412,1.20307,1.20373,2490,1,0
2023-01-05 08:00:00,1.20374,1.20506,1.20236,1.20236,2702,1,0
2023-01-05 09:00:00,1.2022599999999999,1.20316,1.19997,1.20075,3709,5,0
2023-01-05 10:00:00,1.20074,1.20274,1.19998,1.20203,6092,1,0
2023-01-05 11:00:00,1.20209,1.20337,1.20093,1.20304,4716,1,0
2023-01-05 12:00:00,1.20304,1.20381,1.20195,1.2025299999999999,3901,1,0
2023-01-05 13:00:00,1.20255,1.20286,1.20119,1.20224,3400,5,0
2023-01-05 14:00:00,1.20225,1.20355,1.19998,1.20018,3967,4,0
2023-01-05 15:00:00,1.20019,1.20139,1.19174,1.19199,11623,1,0
2023-01-05 16:00:00,1.192,1.19283,1.19032,1.19073,11550,1,0
2023-01-05 17:00:00,1.19074,1.19284,1.18732,1.18808,12374,1,0
2023-01-05 18:00:00,1.18808,1.19102,1.18783,1.19006,8190,4,0
2023-01-05 19:00:00,1.19007,1.19196,1.18993,1.19073,5479,3,0
2023-01-05 20:00:00,1.19074,1.19352,1.1897,1.19291,6038,5,0
2023-01-05 21:00:00,1.19293,1.19336,1.19171,1.19174,4652,4,0
2023-01-05 22:00:00,1.19174,1.19189,1.19063,1.19095,3948,6,0
2023-01-05 23:00:00,1.19098,1.19139,1.19057,1.19128,1244,6,0
2023-01-06 00:00:00,1.19098,1.1914500000000001,1.18795,1.19069,2293,17,0
2023-01-06 01:00:00,1.19067,1.19164,1.19063,1.19087,2043,9,0
2023-01-06 02:00:00,1.19087,1.19245,1.19074,1.1924,3055,7,0
2023-01-06 03:00:00,1.1924,1.19285,1.1912099999999999,1.19185,4007,8,0
2023-01-06 04:00:00,1.19185,1.19305,1.19185,1.19248,4450,8,0
2023-01-06 05:00:00,1.19248,1.19354,1.19239,1.19284,2681,8,0
2023-01-06 06:00:00,1.19283,1.19339,1.19213,1.19231,1729,8,0
2023-01-06 07:00:00,1.19232,1.1925,1.18987,1.19039,3901,1,0
2023-01-06 08:00:00,1.1904,1.19212,1.19034,1.19067,3335,3,0
2023-01-06 09:00:00,1.19066,1.19262,1.18858,1.18908,6098,1,0
2023-01-06 10:00:00,1.18909,1.1917200000000001,1.18746,1.18864,6722,3,0
2023-01-06 11:00:00,1.18863,1.18888,1.18535,1.18582,6179,1,0
2023-01-06 12:00:00,1.18583,1.18682,1.1850100000000001,1.18551,4625,1,0
2023-01-06 13:00:00,1.18551,1.1865,1.18414,1.18472,4679,4,0
2023-01-06 14:00:00,1.18478,1.18653,1.18452,1.18591,4357,5,0
2023-01-06 15:00:00,1.18591,1.19296,1.18476,1.19262,13542,1,0
2023-01-06 16:00:00,1.19262,1.19291,1.18785,1.18992,12934,1,0
2023-01-06 17:00:00,1.1929,1.20536,1.19183,1.20463,16261,1,0
2023-01-06 18:00:00,1.20463,1.20674,1.20347,1.20628,8689,3,0
2023-01-06 19:00:00,1.20628,1.20849,1.20594,1.20847,4027,5,0
2023-01-06 20:00:00,1.20847,1.20873,1.20707,1.20819,3793,5,0
2023-01-06 21:00:00,1.2082,1.20991,1.20816,1.20965,2629,5,0
2023-01-06 22:00:00,1.20965,1.20976,1.2088,1.20953,3015,6,0
2023-01-06 23:00:00,1.20953,1.20976,1.20922,1.20945,1713,6,0
2023-01-09 00:00:00,1.2077,1.20945,1.2076,1.20872,663,17,0
2023-01-09 01:00:00,1.20871,1.21201,1.20871,1.21193,3052,9,0
2023-01-09 02:00:00,1.21194,1.2128,1.20932,1.21085,3757,7,0
2023-01-09 03:00:00,1.21084,1.21219,1.20987,1.21135,4714,8,0
2023-01-09 04:00:00,1.21135,1.21364,1.21119,1.21349,4220,6,0
2023-01-09 05:00:00,1.21349,1.21352,1.21193,1.21221,3044,8,0
2023-01-09 06:00:00,1.21222,1.21477,1.21215,1.21415,2212,8,0
2023-01-09 07:00:00,1.21414,1.2158,1.21328,1.21463,2925,4,0
2023-01-09 08:00:00,1.21463,1.21646,1.2141,1.21475,3518,2,0
2023-01-09 09:00:00,1.21474,1.21671,1.21257,1.21398,6786,2,0
2023-01-09 10:00:00,1.21398,1.21709,1.21355,1.21568,8238,4,0
2023-01-09 11:00:00,1.21572,1.2174,1.21519,1.21587,6436,4,0
2023-01-09 12:00:00,1.21587,1.21596,1.2112,1.2114,5457,5,0
2023-01-09 13:00:00,1.21144,1.21447,1.21131,1.2144,4844,3,0
2023-01-09 14:00:00,1.21439,1.21449,1.21307,1.21385,4561,3,0
2023-01-09 15:00:00,1.21389,1.21881,1.21359,1.21682,7566,4,0
2023-01-09 16:00:00,1.21682,1.21963,1.21606,1.21876,9057,3,0
2023-01-09 17:00:00,1.21875,1.221,1.21699,1.2191,9034,4,0
2023-01-09 18:00:00,1.21909,1.22061,1.21897,1.22046,6518,3,0
2023-01-09 19:00:00,1.22044,1.22085,1.2174,1.21944,4329,4,0
2023-01-09 20:00:00,1.21944,1.22032,1.2176,1.21867,4222,5,0
2023-01-09 21:00:00,1.21868,1.22044,1.21865,1.22036,4081,6,0
2023-01-09 22:00:00,1.22038,1.22038,1.21797,1.218,5743,4,0
2023-01-09 23:00:00,1.21801,1.21848,1.21776,1.21836,1417,6,0
2023-01-10 00:00:00,1.21842,1.21874,1.21635,1.21806,555,17,0
2023-01-10 01:00:00,1.21807,1.21891,1.21776,1.21835,1370,9,0
2023-01-10 02:00:00,1.21838,1.21982,1.21632,1.21738,3263,4,0
2023-01-10 03:00:00,1.21738,1.21848,1.21656,1.21796,4111,8,0
2023-01-10 04:00:00,1.21796,1.21859,1.21567,1.2168700000000001,4353,8,0
2023-01-10 05:00:00,1.2168700000000001,1.2175799999999999,1.21583,1.21678,3787,6,0
2023-01-10 06:00:00,1.21676,1.21716,1.21583,1.21597,2293,8,0
2023-01-10 07:00:00,1.21597,1.21777,1.21579,1.2174800000000001,2686,5,0
2023-01-10 08:00:00,1.21749,1.21753,1.21586,1.21709,3013,5,0
2023-01-10 09:00:00,1.21709,1.21772,1.21398,1.21495,5843,1,0
2023-01-10 10:00:00,1.21495,1.2176,1.21488,1.21675,6655,1,0
2023-01-10 11:00:00,1.21674,1.2184599999999999,1.21505,1.21836,5520,4,0
2023-01-10 12:00:00,1.21837,1.21838,1.21658,1.21718,3859,4,0
2023-01-10 13:00:00,1.21718,1.21763,1.21495,1.21544,3652,4,0
2023-01-10 14:00:00,1.21542,1.21544,1.2123,1.21271,4464,1,0
2023-01-10 15:00:00,1.21271,1.21415,1.21099,1.21373,5546,4,0
2023-01-10 16:00:00,1.21373,1.2181,1.21353,1.21557,11898,1,0
2023-01-10 17:00:00,1.21555,1.21762,1.21368,1.21478,10778,1,0
2023-01-10 18:00:00,1.21478,1.21807,1.2145,1.21529,7420,5,0
2023-01-10 19:00:00,1.21529,1.2166,1.21447,1.21485,4297,1,0
2023-01-10 20:00:00,1.21485,1.21616,1.21418,1.2161,3507,5,0
2023-01-10 21:00:00,1.2161,1.21676,1.21597,1.2163599999999999,2316,5,0
2023-01-10 22:00:00,1.21638,1.21638,1.2147999999999999,1.21511,2741,4,0
2023-01-10 23:00:00,1.21512,1.21543,1.21471,1.21495,1311,6,0
2023-01-11 00:00:00,1.21466,1.21524,1.21364,1.21472,1021,17,0
2023-01-11 01:00:00,1.21472,1.21553,1.21406,1.21533,1006,6,0
2023-01-11 02:00:00,1.21535,1.21638,1.21517,1.21589,2756,7,0
2023-01-11 03:00:00,1.21589,1.21589,1.21411,1.21502,3149,8,0
2023-01-11 04:00:00,1.21498,1.21598,1.21473,1.21475,2733,8,0
2023-01-11 05:00:00,1.21476,1.21549,1.21459,1.21537,2243,6,0
2023-01-11 06:00:00,1.21537,1.21611,1.21522,1.2159,1660,8,0
2023-01-11 07:00:00,1.2159,1.21737,1.21574,1.2168700000000001,2267,1,0
2023-01-11 08:00:00,1.21685,1.21742,1.21622,1.21622,2309,5,0
2023-01-11 09:00:00,1.21622,1.21781,1.2154,1.2157,4342,4,0
2023-01-11 10:00:00,1.21572,1.21621,1.21257,1.21275,6004,4,0
2023-01-11 11:00:00,1.21275,1.2155,1.21262,1.21324,5425,1,0
2023-01-11 12:00:00,1.21324,1.21408,1.21256,1.21353,4023,1,0
2023-01-11 13:00:00,1.21353,1.21364,1.21172,1.21298,4217,1,0
2023-01-11 14:00:00,1.213,1.2131,1.21063,1.21143,4396,1,0
2023-01-11 15:00:00,1.21143,1.21231,1.21035,1.2106,5161,2,0
2023-01-11 16:00:00,1.21062,1.21493,1.21003,1.21488,7901,1,0
2023-01-11 17:00:00,1.21488,1.21539,1.21218,1.21261,7701,1,0
2023-01-11 18:00:00,1.21261,1.21398,1.21219,1.21228,4631,3,0
2023-01-11 19:00:00,1.21231,1.21259,1.2113800000000001,1.21208,3856,3,0
2023-01-11 20:00:00,1.21208,1.215,1.2113,1.21491,6040,3,0
2023-01-11 21:00:00,1.21492,1.2156,1.21404,1.21545,3336,3,0
2023-01-11 22:00:00,1.21545,1.21549,1.21445,1.2146,3871,5,0
2023-01-11 23:00:00,1.21459,1.21513,1.21438,1.21483,1620,5,0
2023-01-12 00:00:00,1.21436,1.21521,1.21303,1.21436,2056,17,0
2023-01-12 01:00:00,1.21435,1.21617,1.21429,1.21584,1624,8,0
2023-01-12 02:00:00,1.21585,1.21651,1.21496,1.21507,3036,7,0
2023-01-12 03:00:00,1.21507,1.21638,1.21507,1.21587,3324,7,0
2023-01-12 04:00:00,1.21587,1.21647,1.21525,1.21621,2493,7,0
2023-01-12 05:00:00,1.21622,1.2167,1.21608,1.21646,1626,5,0
2023-01-12 06:00:00,1.21647,1.21699,1.2162,1.21675,1385,7,0
2023-01-12 07:00:00,1.21674,1.21703,1.21532,1.21559,2141,4,0
2023-01-12 08:00:00,1.21559,1.21574,1.21363,1.21457,2287,4,0
2023-01-12 09:00:00,1.21451,1.21556,1.21335,1.21481,4488,4,0
2023-01-12 10:00:00,1.2147999999999999,1.21538,1.21349,1.21405,4930,1,0
2023-01-12 11:00:00,1.21406,1.2181899999999999,1.21364,1.2177,4905,1,0
2023-01-12 12:00:00,1.2177,1.21909,1.21506,1.21789,4860,1,0
2023-01-12 13:00:00,1.21791,1.21808,1.2154099999999999,1.21609,3508,1,0
2023-01-12 14:00:00,1.21609,1.21692,1.21272,1.21335,5003,1,0
2023-01-12 15:00:00,1.21335,1.22424,1.21026,1.22361,16522,1,0
2023-01-12 16:00:00,1.22365,1.224,1.20882,1.2116,17823,1,0
2023-01-12 17:00:00,1.21162,1.2171,1.2111399999999999,1.21553,16157,1,0
2023-01-12 18:00:00,1.21556,1.2183,1.21462,1.21805,10175,1,0
2023-01-12 19:00:00,1.21804,1.22299,1.21796,1.22285,6316,1,0
2023-01-12 20:00:00,1.22286,1.22466,1.22186,1.22284,7623,4,0
2023-01-12 21:00:00,1.22284,1.22288,1.22056,1.22228,5365,5,0
2023-01-12 22:00:00,1.22228,1.22231,1.22083,1.22142,4847,5,0
2023-01-12 23:00:00,1.22143,1.22172,1.2206299999999999,1.22079,1926,5,0
2023-01-13 00:00:00,1.22069,1.22223,1.2194,1.22157,362,17,0
2023-01-13 01:00:00,1.22143,1.22207,1.22057,1.22161,1469,8,0
2023-01-13 02:00:00,1.22161,1.22325,1.22038,1.2208,3947,7,0
2023-01-13 03:00:00,1.22083,1.22186,1.2202600000000001,1.22184,4572,7,0
2023-01-13 04:00:00,1.22184,1.22187,1.21896,1.22042,5471,7,0
2023-01-13 05:00:00,1.2204,1.22056,1.21943,1.21986,2490,7,0
2023-01-13 06:00:00,1.21986,1.2199200000000001,1.21867,1.21899,1540,4,0
2023-01-13 07:00:00,1.21899,1.21934,1.21759,1.2181,2972,4,0
2023-01-13 08:00:00,1.21812,1.2208,1.21806,1.22012,3823,1,0
2023-01-13 09:00:00,1.22012,1.2213,1.21885,1.22127,5767,1,0
2023-01-13 10:00:00,1.22127,1.22482,1.21977,1.22327,7698,1,0
2023-01-13 11:00:00,1.22327,1.22484,1.22213,1.2227999999999999,5569,1,0
2023-01-13 12:00:00,1.22279,1.2241,1.22258,1.22312,4534,1,0
2023-01-13 13:00:00,1.22312,1.22324,1.21707,1.2173,5050,1,0
2023-01-13 14:00:00,1.21729,1.21871,1.21679,1.2176,5188,0,0
2023-01-13 15:00:00,1.21762,1.21867,1.21588,1.21673,7094,1,0
2023-01-13 16:00:00,1.21674,1.22041,1.21507,1.22005,9775,1,0
2023-01-13 17:00:00,1.22052,1.2222,1.21934,1.22153,10832,1,0
2023-01-13 18:00:00,1.22153,1.22171,1.21824,1.21926,7617,1,0
2023-01-13 19:00:00,1.21925,1.22106,1.21893,1.22091,5353,4,0
2023-01-13 20:00:00,1.22092,1.22271,1.22037,1.22265,3914,4,0
2023-01-13 21:00:00,1.22266,1.22345,1.22242,1.22281,3282,5,0
2023-01-13 22:00:00,1.22281,1.22395,1.22262,1.22339,2796,4,0
2023-01-13 23:00:00,1.22339,1.22375,1.22298,1.22351,2256,5,0
2023-01-16 00:00:00,1.221,1.22272,1.21962,1.22195,1943,17,0
2023-01-16 01:00:00,1.22194,1.22337,1.22194,1.22227,1906,8,0
2023-01-16 02:00:00,1.22229,1.22467,1.22212,1.22451,2335,7,0
2023-01-16 03:00:00,1.2245,1.22763,1.22431,1.22711,4398,7,0
2023-01-16 04:00:00,1.22713,1.2288999999999999,1.22705,1.22811,3702,7,0
2023-01-16 05:00:00,1.22811,1.2281900000000001,1.2266,1.22689,1828,7,0
2023-01-16 06:00:00,1.22689,1.22729,1.22547,1.22579,2096,6,0
2023-01-16 07:00:00,1.22579,1.22671,1.22578,1.22632,2237,4,0
2023-01-16 08:00:00,1.22633,1.22642,1.22335,1.22421,3119,1,0
2023-01-16 09:00:00,1.22421,1.22428,1.2222,1.22309,4131,1,0
2023-01-16 10:00:00,1.22304,1.22304,1.2176,1.21763,7464,1,0
2023-01-16 11:00:00,1.21765,1.22089,1.21716,1.22003,6135,1,0
2023-01-16 12:00:00,1.22003,1.22255,1.2199200000000001,1.22153,5211,4,0
2023-01-16 13:00:00,1.22154,1.22232,1.21998,1.22041,4026,3,0
2023-01-16 14:00:00,1.22033,1.22057,1.21841,1.21874,4439,3,0
2023-01-16 15:00:00,1.21874,1.22029,1.21803,1.21929,5121,1,0
2023-01-16 16:00:00,1.2193,1.2211400000000001,1.21903,1.22009,5677,1,0
2023-01-16 17:00:00,1.22008,1.22082,1.21894,1.2205,4206,1,0
2023-01-16 18:00:00,1.22051,1.22093,1.21955,1.22077,3206,1,0
2023-01-16 19:00:00,1.22077,1.22113,1.21893,1.2190699999999999,2835,1,0
2023-01-16 20:00:00,1.21908,1.21921,1.21828,1.21874,2261,3,0
2023-01-16 21:00:00,1.21873,1.21975,1.21864,1.21949,1272,0,0
2023-01-16 22:00:00,1.21948,1.21988,1.21915,1.21948,1423,1,0
2023-01-16 23:00:00,1.21948,1.2196500000000001,1.21914,1.21917,1037,5,0
2023-01-17 00:00:00,1.21901,1.22042,1.21855,1.21976,930,17,0
2023-01-17 01:00:00,1.21977,1.22083,1.21948,1.22081,3093,8,0
2023-01-17 02:00:00,1.2208,1.22129,1.21967,1.21972,2813,7,0
2023-01-17 03:00:00,1.21972,1.22055,1.21784,1.21878,5370,7,0
2023-01-17 04:00:00,1.21878,1.22058,1.21718,1.21865,4463,7,0
2023-01-17 05:00:00,1.21865,1.2195,1.21804,1.21906,2984,6,0
2023-01-17 06:00:00,1.2190400000000001,1.21982,1.21861,1.21935,2156,7,0
2023-01-17 07:00:00,1.21933,1.22024,1.21888,1.22009,2758,4,0
2023-01-17 08:00:00,1.22009,1.22056,1.21693,1.21734,3438,1,0
2023-01-17 09:00:00,1.21731,1.22197,1.21716,1.2214800000000001,6251,1,0
2023-01-17 10:00:00,1.22146,1.22293,1.22092,1.22137,8164,1,0
2023-01-17 11:00:00,1.22137,1.22299,1.22064,1.22085,5548,2,0
2023-01-17 12:00:00,1.2208700000000001,1.22239,1.21919,1.2214,6078,1,0
2023-01-17 13:00:00,1.2214,1.2259,1.2212399999999999,1.22542,5409,1,0
2023-01-17 14:00:00,1.22541,1.22728,1.2248,1.22577,6816,1,0
2023-01-17 15:00:00,1.22574,1.22627,1.2233,1.22518,9162,1,0
2023-01-17 16:00:00,1.2252,1.22948,1.22488,1.229,9897,1,0
2023-01-17 17:00:00,1.22906,1.23,1.22626,1.22786,13935,1,0
2023-01-17 18:00:00,1.22786,1.22855,1.22567,1.22621,7995,1,0
2023-01-17 19:00:00,1.2262,1.22709,1.22462,1.22622,4567,3,0
2023-01-17 20:00:00,1.22622,1.22678,1.22584,1.22614,3238,4,0
2023-01-17 21:00:00,1.22615,1.22856,1.226,1.22739,4263,5,0
2023-01-17 22:00:00,1.22742,1.22826,1.22725,1.2279,4274,4,0
2023-01-17 23:00:00,1.22791,1.22918,1.22766,1.22875,1928,5,0
2023-01-18 00:00:00,1.22862,1.22917,1.22647,1.2282,281,17,0
2023-01-18 01:00:00,1.2281900000000001,1.22873,1.22787,1.22832,1376,8,0
2023-01-18 02:00:00,1.22827,1.22831,1.22683,1.22715,2655,5,0
2023-01-18 03:00:00,1.22717,1.22849,1.227,1.22845,3532,7,0
2023-01-18 04:00:00,1.22844,1.229,1.22538,1.22722,6737,7,0
2023-01-18 05:00:00,1.22728,1.22894,1.22595,1.22678,5889,6,0
2023-01-18 06:00:00,1.22678,1.22848,1.22626,1.22826,3146,7,0
2023-01-18 07:00:00,1.22825,1.2288000000000001,1.22688,1.22823,3745,1,0
2023-01-18 08:00:00,1.22823,1.22962,1.2281900000000001,1.22902,4744,1,0
2023-01-18 09:00:00,1.22942,1.23358,1.22937,1.2315,8815,1,0
2023-01-18 10:00:00,1.23151,1.23405,1.23105,1.23389,8620,1,0
2023-01-18 11:00:00,1.23389,1.23634,1.23235,1.23592,7917,1,0
2023-01-18 12:00:00,1.23592,1.23614,1.2337500000000001,1.23486,5788,1,0
2023-01-18 13:00:00,1.23486,1.23884,1.23441,1.2373,5730,1,0
2023-01-18 14:00:00,1.23725,1.23776,1.23528,1.23693,6368,1,0
2023-01-18 15:00:00,1.23695,1.24217,1.2365599999999999,1.2395,11672,1,0
2023-01-18 16:00:00,1.23949,1.24359,1.23862,1.2411699999999999,14389,1,0
2023-01-18 17:00:00,1.24116,1.24169,1.23843,1.23942,10930,1,0
2023-01-18 18:00:00,1.23943,1.23943,1.23527,1.23676,7953,1,0
2023-01-18 19:00:00,1.23677,1.2368000000000001,1.23313,1.23455,7429,1,0
2023-01-18 20:00:00,1.23455,1.23481,1.23281,1.23368,4707,4,0
2023-01-18 21:00:00,1.23369,1.23437,1.23272,1.2341,4129,5,0
2023-01-18 22:00:00,1.23406,1.23428,1.23321,1.2337799999999999,4150,4,0
2023-01-18 23:00:00,1.2338,1.23511,1.2336,1.23467,1913,5,0
2023-01-19 00:00:00,1.23467,1.23502,1.23405,1.23467,1701,17,0
2023-01-19 01:00:00,1.23467,1.23486,1.23414,1.2346300000000001,1195,8,0
2023-01-19 02:00:00,1.2347,1.23496,1.23194,1.23204,3571,7,0
2023-01-19 03:00:00,1.23204,1.23363,1.2318500000000001,1.23362,3410,7,0
2023-01-19 04:00:00,1.23364,1.23373,1.23198,1.23296,2973,7,0
2023-01-19 05:00:00,1.23294,1.23452,1.23285,1.23336,2581,7,0
2023-01-19 06:00:00,1.23336,1.23386,1.23298,1.23318,2507,7,0
2023-01-19 07:00:00,1.23318,1.23356,1.2328000000000001,1.23309,2619,4,0
2023-01-19 08:00:00,1.23308,1.23442,1.23243,1.23277,2781,1,0
2023-01-19 09:00:00,1.23279,1.23448,1.2313,1.2334100000000001,6892,1,0
2023-01-19 10:00:00,1.2334,1.23496,1.23245,1.23299,6365,1,0
2023-01-19 11:00:00,1.23301,1.23467,1.23246,1.23369,5835,4,0
2023-01-19 12:00:00,1.23371,1.23411,1.23192,1.23365,5978,1,0
2023-01-19 13:00:00,1.23365,1.23589,1.23228,1.23525,5201,1,0
2023-01-19 14:00:00,1.2352400000000001,1.23564,1.23301,1.23326,5349,1,0
2023-01-19 15:00:00,1.23328,1.23564,1.23155,1.23493,9297,1,0
2023-01-19 16:00:00,1.23489,1.23579,1.23363,1.23529,9846,3,0
2023-01-19 17:00:00,1.23529,1.2365599999999999,1.23387,1.23588,9258,1,0
2023-01-19 18:00:00,1.23588,1.23762,1.23527,1.23645,6397,3,0
2023-01-19 19:00:00,1.23645,1.23776,1.23607,1.23724,5155,4,0
2023-01-19 20:00:00,1.23726,1.23901,1.23659,1.2381,5584,4,0
2023-01-19 21:00:00,1.23808,1.23942,1.23763,1.23917,3627,5,0
2023-01-19 22:00:00,1.23915,1.23973,1.23865,1.23868,3616,4,0
2023-01-19 23:00:00,1.23868,1.2393399999999999,1.23866,1.23882,1805,5,0
2023-01-20 00:00:00,1.2388,1.23947,1.23842,1.23852,504,17,0
2023-01-20 01:00:00,1.23849,1.23979,1.23848,1.2392,859,8,0
2023-01-20 02:00:00,1.23921,1.23969,1.2380200000000001,1.23859,1911,7,0
2023-01-20 03:00:00,1.23861,1.23959,1.23767,1.2385,2820,7,0
2023-01-20 04:00:00,1.23849,1.23938,1.23807,1.23875,2332,6,0
2023-01-20 05:00:00,1.23875,1.23882,1.23787,1.23808,1548,7,0
2023-01-20 06:00:00,1.23808,1.23817,1.23683,1.23687,2362,7,0
2023-01-20 07:00:00,1.23687,1.23798,1.23649,1.23788,1832,4,0
2023-01-20 08:00:00,1.23789,1.23826,1.23643,1.23664,2389,1,0
2023-01-20 09:00:00,1.23667,1.23748,1.23513,1.23637,4953,1,0
2023-01-20 10:00:00,1.23637,1.2381199999999999,1.23511,1.2354,5634,1,0
2023-01-20 11:00:00,1.2354,1.23574,1.23382,1.2341199999999999,5822,1,0
2023-01-20 12:00:00,1.23411,1.23711,1.23361,1.23666,5413,1,0
2023-01-20 13:00:00,1.23667,1.23689,1.23517,1.23526,4242,1,0
2023-01-20 14:00:00,1.23526,1.23606,1.23417,1.23532,4904,1,0
2023-01-20 15:00:00,1.23533,1.23609,1.23353,1.23413,5706,1,0
2023-01-20 16:00:00,1.23413,1.23662,1.23363,1.23621,7800,1,0
2023-01-20 17:00:00,1.23623,1.23955,1.23565,1.23697,9206,1,0
2023-01-20 18:00:00,1.23698,1.23843,1.23664,1.23709,6223,4,0
2023-01-20 19:00:00,1.23709,1.23918,1.23692,1.23864,4104,1,0
2023-01-20 20:00:00,1.23862,1.23975,1.23733,1.23911,4967,4,0
2023-01-20 21:00:00,1.23909,1.24011,1.23895,1.2396,3192,5,0
2023-01-20 22:00:00,1.2396,1.24041,1.23909,1.23941,2710,5,0
2023-01-20 23:00:00,1.23941,1.24041,1.23928,1.23993,1396,5,0
2023-01-23 00:00:00,1.23978,1.24037,1.23963,1.24021,264,17,0
2023-01-23 01:00:00,1.2402,1.24143,1.24015,1.24053,1749,8,0
2023-01-23 02:00:00,1.24054,1.2425,1.24033,1.24242,2714,7,0
2023-01-23 03:00:00,1.24242,1.24335,1.242,1.2426,3542,7,0
2023-01-23 04:00:00,1.24259,1.24325,1.24222,1.24251,1946,7,0
2023-01-23 05:00:00,1.24252,1.24477,1.24252,1.24328,1982,7,0
2023-01-23 06:00:00,1.24328,1.24328,1.2420200000000001,1.24249,2236,7,0
2023-01-23 07:00:00,1.24249,1.2428,1.24139,1.24139,1684,1,0
2023-01-23 08:00:00,1.24139,1.24258,1.24086,1.24175,3493,1,0
2023-01-23 09:00:00,1.24177,1.24319,1.23942,1.24174,5100,1,0
2023-01-23 10:00:00,1.24174,1.2423,1.24009,1.24124,6272,1,0
2023-01-23 11:00:00,1.24124,1.2424,1.24047,1.24065,3868,4,0
2023-01-23 12:00:00,1.24065,1.24091,1.23706,1.2371699999999999,4755,1,0
2023-01-23 13:00:00,1.2371699999999999,1.23738,1.23503,1.23539,4811,1,0
2023-01-23 14:00:00,1.23541,1.23727,1.23506,1.23658,4548,1,0
2023-01-23 15:00:00,1.23659,1.23702,1.23353,1.23457,6293,1,0
2023-01-23 16:00:00,1.23456,1.23556,1.23307,1.23483,7586,4,0
2023-01-23 17:00:00,1.23484,1.2377,1.23234,1.23704,8176,3,0
2023-01-23 18:00:00,1.23704,1.23875,1.23611,1.2368999999999999,5804,1,0
2023-01-23 19:00:00,1.23691,1.2374,1.2363,1.23686,3844,4,0
2023-01-23 20:00:00,1.23686,1.23877,1.23679,1.23716,3132,4,0
2023-01-23 21:00:00,1.23716,1.23759,1.2355800000000001,1.2365599999999999,4011,2,0
2023-01-23 22:00:00,1.23658,1.23754,1.23633,1.2373,4458,4,0
2023-01-23 23:00:00,1.2373,1.23799,1.23701,1.23758,1573,5,0
2023-01-24 00:00:00,1.23742,1.23824,1.23712,1.23754,336,17,0
2023-01-24 01:00:00,1.23774,1.23851,1.23748,1.23785,1246,8,0
